instrument,locale,key,english,extracted,flags,status
F4,bis,item:Q142_MAIFIP_AMT_PHP,142.9) MAIFIP — Amount in Pesos (PHP),,not-in-paper,flagged
F4,bis,item:Q142_MAIFIP_YN,142.9) MAIFIP — paid from this source?,,not-in-paper,flagged
F4,bis,vs:Q142_MAIFIP_YN_VS1,142.9) MAIFIP — paid from this source?,,not-in-paper,flagged
F4,bis,item:Q157_FOOD_SUBTOTAL_TOTAL_PHP,"157. Sub-total (food, last week) — Auto-computed total (PHP, [DO NOT ASK])",,not-in-paper,flagged
F4,bis,item:Q17_DECISION_MAKER_OTHER_TXT,17. Decision-maker — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q177_HEALTH_12M_SUBTOTAL_TOTAL_PHP,"177. Total value of 175 and 176 (health, 12-month) — Auto-computed total (PHP, [DO NOT ASK])",,not-in-paper,flagged
F4,bis,item:Q18_INCOME_BRACKET,18. Income category corresponding to the respondent's approximate household income,,not-in-paper,flagged
F4,bis,vs:Q18_INCOME_BRACKET_VS1,18. Income category corresponding to the respondent's approximate household income,,not-in-paper,flagged
F4,bis,item:Q182_HEALTH_6M_SUBTOTAL_TOTAL_PHP,"182. Total value of 178 to 181 (health, 6-month) — Auto-computed total (PHP, [DO NOT ASK])",,not-in-paper,flagged
F4,bis,item:Q185_HEALTH_1M_SUBTOTAL_TOTAL_PHP,"185. Total value of 183 and 184 (health, 1-month) — Auto-computed total (PHP, [DO NOT ASK])",,not-in-paper,flagged
F4,bis,item:Q194_OTHER_TXT,194. Other specify — text,,not-in-paper,flagged
F4,bis,item:Q199_WTP_OTHER_TXT,199. Other (Specify) — text,,not-in-paper,flagged
F4,bis,item:Q2_BIRTH_MONTH,2. In what month were you born?,,not-in-paper,flagged
F4,bis,item:Q2_BIRTH_YEAR,2. In what year were you born?,,not-in-paper,flagged
F4,bis,item:Q23_WATER_OTHER_TXT,23. Water — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q24_FAUCET_SHARE,"24. Do you have your own faucet, or do you share with your community?",,not-in-paper,flagged
F4,bis,vs:Q24_FAUCET_SHARE_VS1,"24. Do you have your own faucet, or do you share with your community?",,not-in-paper,flagged
F4,bis,item:Q25_TUBE_SHARE,"25. Do you have your own tube/pipe, or do you share with your community?",,not-in-paper,flagged
F4,bis,vs:Q25_TUBE_SHARE_VS1,"25. Do you have your own tube/pipe, or do you share with your community?",,not-in-paper,flagged
F4,bis,item:Q26_DUG_WELL_SHARE,"26. Do you have your own dug well, or do you share with your community?",,not-in-paper,flagged
F4,bis,vs:Q26_DUG_WELL_SHARE_VS1,"26. Do you have your own dug well, or do you share with your community?",,not-in-paper,flagged
F4,bis,item:Q38_DISABILITY_OTHER_TXT,38. Disability — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q40_EDUCATION_OTHER_TXT,40. Education — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q42_GSIS,42. Is (NAME) covered by GSIS either as a member or dependent?,,not-in-paper,flagged
F4,bis,vs:Q42_GSIS_VS1,42. Is (NAME) covered by GSIS either as a member or dependent?,,not-in-paper,flagged
F4,bis,item:Q43_SSS,43. Is (NAME) covered by SSS either as a member or dependent?,,not-in-paper,flagged
F4,bis,vs:Q43_SSS_VS1,43. Is (NAME) covered by SSS either as a member or dependent?,,not-in-paper,flagged
F4,bis,item:Q44_PAGIBIG,44. Is (NAME) covered by Pag-ibig either as a member or dependent?,,not-in-paper,flagged
F4,bis,vs:Q44_PAGIBIG_VS1,44. Is (NAME) covered by Pag-ibig either as a member or dependent?,,not-in-paper,flagged
F4,bis,item:Q45_2_WHY_NOT_REG_OTHER_TXT,45.2 Why not registered — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q45_PHILHEALTH_REG,45. Currently registered with PhilHealth?,,not-in-paper,flagged
F4,bis,vs:Q45_PHILHEALTH_REG_VS1,45. Currently registered with PhilHealth?,,not-in-paper,flagged
F4,bis,item:Q46_MEMBER_OTHER_TXT,46. Member category — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q46_MEMBER_CATEGORY,46. What is his/her membership category?,,not-in-paper,flagged
F4,bis,vs:Q46_MEMBER_CATEGORY_VS1,46. What is his/her membership category?,,not-in-paper,flagged
F4,bis,item:Q48_OTHER_INS_REG,48. Are you registered with another health insurance plan?,,not-in-paper,flagged
F4,bis,vs:Q48_OTHER_INS_REG_VS1,48. Are you registered with another health insurance plan?,,not-in-paper,flagged
F4,bis,item:Q49_PRIVATE_INS,"49. Is (NAME) covered by a private health insurance either as a member or dependent? (Example: Maxicare, Intellicare, Pacific Cross Health Care)",,not-in-paper,flagged
F4,bis,vs:Q49_PRIVATE_INS_VS1,"49. Is (NAME) covered by a private health insurance either as a member or dependent? (Example: Maxicare, Intellicare, Pacific Cross Health Care)",,not-in-paper,flagged
F4,bis,item:Q5_GROUP_OTHER_TXT,5. Group — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q5_GROUP,5. Which group do you identify with? It is fine if you are not comfortable answering.,,not-in-paper,flagged
F4,bis,vs:Q5_GROUP_VS1,5. Which group do you identify with? It is fine if you are not comfortable answering.,,not-in-paper,flagged
F4,bis,item:Q50_PRIVATE_INS_OTHER_TXT,50. Others (Specify),,not-in-paper,flagged
F4,bis,item:Q52_UHC_SOURCE_OTHER_TXT,52. What is your source of information about UHC? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q53_UHC_UNDERSTAND_OTHER_TXT,53. What is your understanding about UHC? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q55_YAKAP_SOURCE_OTHER_TXT,55. What are your sources of information about the YAKAP/Konsulta package? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q56_YAKAP_UNDERSTAND_OTHER_TXT,56. What is your understanding about the YAKAP/Konsulta package? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q59_BUCAS_UNDERSTAND_OTHER_TXT,59. What is your understanding about a BUCAS center? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q61_BUCAS_SERVICES_OTHER_TXT,"61. If yes, which of the services did you avail? — Other (specify) text",,not-in-paper,flagged
F4,bis,item:Q66_WHERE_BUY_OTHER_TXT,66. Where do you usually buy or receive your medicines? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q67_TRAVEL_MM,67. Travel time to nearest pharmacy,,not-in-paper,flagged
F4,bis,item:Q70_GAMOT_SOURCE_OTHER_TXT,"70. If yes, what are your sources of information for GAMOT Package? — Other (specify) text",,not-in-paper,flagged
F4,bis,item:Q71_GAMOT_UNDERSTAND_OTHER_TXT,71. What is your understanding of the GAMOT Package? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q74_WHERE_REST_OTHER_TXT,74. Where did you get the rest of the medicines? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q77_WHY_GENERIC_OTHER_TXT,"77. If generic, why did you buy generic medicine? — Other (specify) text",,not-in-paper,flagged
F4,bis,item:Q78_WHY_BRANDED_OTHER_TXT,"78. If branded, why did you buy branded medicine? — Other (specify) text",,not-in-paper,flagged
F4,bis,item:Q79_REG_SOURCE_OTHER_TXT,79. Registration source — Other (Specify) text,,not-in-paper,flagged
F4,bis,item:Q80_ASSIST_OTHER_TXT,80. Registration assistant — Other (Specify) text,,not-in-paper,flagged
F4,bis,item:Q82_DIFFICULTY_REASONS_OTHER_TXT,82. What did you find difficult about the process? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q84_WHERE_ASSIST_OTHER_TXT,84. Where would you go to seek assistance? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q88_DIFF_PAYING_OTHER_TXT,88. Why did you find it difficult? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q91_WHY_WENT_OTHER_TXT,91. Why did you go to this facility? — Other (specify) text,,not-in-paper,flagged
F4,bis,item:Q92_FACILITY_TYPE_OTHER_TXT,92. Type of facility — Other (specify) text,,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:18,Allergy,,not-in-paper,flagged
F4,bis,val:Q31_PRESENT_VS1:0,Away,,not-in-paper,flagged
F4,bis,val:Q34_RELATIONSHIP_VS1:10,Boarder,,not-in-paper,flagged
F4,bis,val:Q34_RELATIONSHIP_VS1:14,Brother-In-Law/Sister-In-Law,,not-in-paper,flagged
F4,bis,item:CASE_DISPOSITION,Case disposition (auto),,not-in-paper,flagged
F4,bis,vs:CASE_DISPOSITION_VS1,Case disposition (auto),,not-in-paper,flagged
F4,bis,item:CASE_SEQ,"Case Sequence (per-facility, per-instrument)",,not-in-paper,flagged
F4,bis,item:CITY_MUNICIPALITY_CODE,City / Municipality Code (PSGC),,not-in-paper,flagged
F4,bis,item:CITY_NAME,City / Municipality (from PSGC),,not-in-paper,flagged
F4,bis,val:Q29_SOCIOECONOMIC_CLASS_VS1:1,Class A or B (working professionals or with a business with several assets),,not-in-paper,flagged
F4,bis,val:Q29_SOCIOECONOMIC_CLASS_VS1:2,Class C (working professionals with permanent or semi-permanent income and some assets),,not-in-paper,flagged
F4,bis,val:Q29_SOCIOECONOMIC_CLASS_VS1:3,Class D or E (semi-permanent workers or informal sector workers with little to no assets),,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FIRST_VISIT_VS1:1,Completed,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_VS1:1,Completed,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_PICK_VS1:1,Completed,,not-in-paper,flagged
F4,bis,val:CASE_DISPOSITION_VS1:1,Completed,,not-in-paper,flagged
F4,bis,val:CAPTURE_VERIFICATION_PHOTO_VS1:1,Continue,,not-in-paper,flagged
F4,bis,val:ICF_PART1_VS1:1,Continue,,not-in-paper,flagged
F4,bis,val:ICF_PART2_VS1:1,Continue,,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:1,Continue interview,,not-in-paper,flagged
F4,bis,val:Q34_RELATIONSHIP_VS1:09,Cousin,,not-in-paper,flagged
F4,bis,item:DATE_FIRST_VISITED,Date First Visited the Household (MMDDYYYY),,not-in-paper,flagged
F4,bis,item:DATE_FINAL_VISIT,Date of Final Visit to the Household (MMDDYYYY),,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:09,Diabetes,,not-in-paper,flagged
F4,bis,item:AREA_HAS_BUCAS,Does this area have a Bagong Urgent Care and Ambulatory Services (BUCAS) center? (Q57-Q61 apply only to areas with a BUCAS center.),,not-in-paper,flagged
F4,bis,vs:AREA_HAS_BUCAS_VS1,Does this area have a Bagong Urgent Care and Ambulatory Services (BUCAS) center? (Q57-Q61 apply only to areas with a BUCAS center.),,not-in-paper,flagged
F4,bis,item:AREA_HAS_GAMOT,Does this area have a Guaranteed and Accessible Medications for Outpatient Treatment (GAMOT) pharmacy/package? (Q69-Q76 apply only to areas with GAMOT.),,not-in-paper,flagged
F4,bis,vs:AREA_HAS_GAMOT_VS1,Does this area have a Guaranteed and Accessible Medications for Outpatient Treatment (GAMOT) pharmacy/package? (Q69-Q76 apply only to areas with GAMOT.),,not-in-paper,flagged
F4,bis,item:N_WKOTH_ITEM,Expenditure item (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_WKOTH_CONSUMED,"Expenditure item - In the last week, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_WKOTH_CONSUMED_VS1,"Expenditure item - In the last week, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_WKOTH_PURCHASED_PHP,"Expenditure item — spent to purchase, last week (PHP)",,not-in-paper,flagged
F4,bis,item:N_WKOTH_INKIND_PHP,"Expenditure item — total value received in-kind or as gifts, last week (PHP)",,not-in-paper,flagged
F4,bis,item:FACILITY_NO,Facility Number (within municipality),,not-in-paper,flagged
F4,bis,val:Q34_RELATIONSHIP_VS1:13,Father-In-Law/Mother-In-Law,,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:06,Fever,,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:05,Flu,,not-in-paper,flagged
F4,bis,item:N_FOOD_ITEM,"Food item (auto - one grid row per item, Q144-Q156)",,not-in-paper,flagged
F4,bis,item:N_FOOD_CONSUMED,"Food item - In the last week, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_FOOD_CONSUMED_VS1,"Food item - In the last week, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_FOOD_PURCHASED_PHP,"Food item — spent to purchase, last week (PHP)",,not-in-paper,flagged
F4,bis,item:N_FOOD_INKIND_PHP,"Food item — total value produced/received in-kind or as gifts, last week (PHP)",,not-in-paper,flagged
F4,bis,item:HH_GPS_ACCURACY,GPS Accuracy (m),,not-in-paper,flagged
F4,bis,item:HH_GPS_ALTITUDE,GPS Altitude (m),,not-in-paper,flagged
F4,bis,item:LATITUDE,GPS Latitude,,not-in-paper,flagged
F4,bis,item:LONGITUDE,GPS Longitude,,not-in-paper,flagged
F4,bis,item:HH_GPS_READTIME,GPS Read Time (UTC),,not-in-paper,flagged
F4,bis,item:HH_GPS_SATELLITES,GPS Satellites,,not-in-paper,flagged
F4,bis,val:Q34_RELATIONSHIP_VS1:01,Head,,not-in-paper,flagged
F4,bis,item:N_H12M_ITEM,Health product or service (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_H6M_ITEM,Health product or service (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_H1M_ITEM,Health product or service (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_H12M_CONSUMED,"Health product or service - In the last 12 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_H12M_CONSUMED_VS1,"Health product or service - In the last 12 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_H6M_CONSUMED,"Health product or service - In the last 6 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_H6M_CONSUMED_VS1,"Health product or service - In the last 6 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_H1M_CONSUMED,"Health product or service - In the last month, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_H1M_CONSUMED_VS1,"Health product or service - In the last month, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_H12M_PURCHASED_PHP,"Health product/service — spent to purchase, last 12 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_H6M_PURCHASED_PHP,"Health product/service — spent to purchase, last 6 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_H1M_PURCHASED_PHP,"Health product/service — spent to purchase, last month (PHP)",,not-in-paper,flagged
F4,bis,item:N_H12M_INKIND_PHP,"Health product/service — total value received in-kind or as gifts, last 12 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_H6M_INKIND_PHP,"Health product/service — total value received in-kind or as gifts, last 6 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_H1M_INKIND_PHP,"Health product/service — total value received in-kind or as gifts, last month (PHP)",,not-in-paper,flagged
F4,bis,item:MEMBER_LINE_NO,Household Member Line Number,,not-in-paper,flagged
F4,bis,item:PRIV_MEMBER_LINE_NO,Household Member Line Number (private insurance),,not-in-paper,flagged
F4,bis,item:Q29_SOCIOECONOMIC_CLASS,How would the socioeconomic class of your household be classified?,,not-in-paper,flagged
F4,bis,vs:Q29_SOCIOECONOMIC_CLASS_VS1,How would the socioeconomic class of your household be classified?,,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:02,Hypertension,,not-in-paper,flagged
F4,bis,val:Q65_CONDITIONS_VS1:03,Immunization,,not-in-paper,flagged
F4,bis,val:CASE_DISPOSITION_VS1:0,In progress,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FIRST_VISIT_VS1:3,Incomplete,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_VS1:3,Incomplete,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_PICK_VS1:3,Incomplete,,not-in-paper,flagged
F4,bis,item:ICF_PART1,"Informed Consent — read-aloud, screen 1 of 2 (study, coverage, the ask)",,not-in-paper,flagged
F4,bis,vs:ICF_PART1_VS1,"Informed Consent — read-aloud, screen 1 of 2 (study, coverage, the ask)",,not-in-paper,flagged
F4,bis,item:ICF_PART2,"Informed Consent — read-aloud, screen 2 of 2 (privacy, risks, voluntariness)",,not-in-paper,flagged
F4,bis,vs:ICF_PART2_VS1,"Informed Consent — read-aloud, screen 2 of 2 (privacy, risks, voluntariness)",,not-in-paper,flagged
F4,bis,item:BREAKOFF,Interview status (leave as Continue unless ending the interview early),,not-in-paper,flagged
F4,bis,vs:BREAKOFF_VS1,Interview status (leave as Continue unless ending the interview early),,not-in-paper,flagged
F4,bis,item:LANGUAGE_USED,Language used for the interview,,not-in-paper,flagged
F4,bis,val:Q46_MEMBER_CATEGORY_VS1:05,"Lifetime member (i.e., individuals aged 60 and above, uniformed personnel aged 56 and above, and SSS underground miner-retirees aged 55 and above, who paid at least 120 monthly contributions to PhilHealth or the former SSS/GSIS Medicare Programs)",,not-in-paper,flagged
F4,bis,val:Q103_CARE_TYPE_VS1:90,"No, I haven't accessed any form of medical care",,not-in-paper,flagged
F4,bis,val:Q27_REFRIGERATOR_VS1:2,"No, I/we don't have",,not-in-paper,flagged
F4,bis,val:Q28_TELEVISION_VS1:2,"No, I/we don't have",,not-in-paper,flagged
F4,bis,val:Q29_WASHING_MACHINE_VS1:2,"No, I/we don't have",,not-in-paper,flagged
F4,bis,item:N_NF1M_ITEM,Non-food item (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_NF6M_ITEM,Non-food item (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_NF12M_ITEM,Non-food item (auto - one grid row per item),,not-in-paper,flagged
F4,bis,item:N_NF12M_CONSUMED,"Non-food item - In the last 12 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_NF12M_CONSUMED_VS1,"Non-food item - In the last 12 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_NF6M_CONSUMED,"Non-food item - In the last 6 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_NF6M_CONSUMED_VS1,"Non-food item - In the last 6 months, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_NF1M_CONSUMED,"Non-food item - In the last month, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,vs:N_NF1M_CONSUMED_VS1,"Non-food item - In the last month, did you or any member of your household consume this item?",,not-in-paper,flagged
F4,bis,item:N_NF12M_PURCHASED_PHP,"Non-food item — spent to purchase, last 12 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_NF6M_PURCHASED_PHP,"Non-food item — spent to purchase, last 6 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_NF1M_PURCHASED_PHP,"Non-food item — spent to purchase, last month (PHP)",,not-in-paper,flagged
F4,bis,item:N_NF12M_INKIND_PHP,"Non-food item — total value received in-kind or as gifts, last 12 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_NF6M_INKIND_PHP,"Non-food item — total value received in-kind or as gifts, last 6 months (PHP)",,not-in-paper,flagged
F4,bis,item:N_NF1M_INKIND_PHP,"Non-food item — total value received in-kind or as gifts, last month (PHP)",,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:7,Not interviewed — ineligible,,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:6,Not interviewed — not found,,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:5,Not interviewed — refused,,not-in-paper,flagged
F4,bis,val:Q140_BILL_ITEMS_VS1:99,Other expenses (specify),,not-in-paper,flagged
F4,bis,val:CASE_DISPOSITION_VS1:2,Partial / not completed,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FIRST_VISIT_VS1:2,Postponed,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_VS1:2,Postponed,,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_PICK_VS1:2,Postponed,,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:3,Postponed / reschedule,,not-in-paper,flagged
F4,bis,val:Q31_PRESENT_VS1:1,Present,,not-in-paper,flagged
F4,bis,item:PROVINCE_HUC_CODE,Province / HUC Code (PSGC),,not-in-paper,flagged
F4,bis,item:PROVINCE_NAME,Province / HUC (from PSGC),,not-in-paper,flagged
F4,bis,item:QUESTIONNAIRE_NUMBER,Questionnaire Number (12-digit: RR-PP-MMM-FF-CCC),,not-in-paper,flagged
F4,bis,item:REGION_CODE,Region Code (PSGC),,not-in-paper,flagged
F4,bis,item:REGION_NAME,Region (from PSGC),,not-in-paper,flagged
F4,bis,val:ENUM_RESULT_FINAL_VISIT_VS1:5,Replaced,,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:2,Respondent withdrew,,not-in-paper,flagged
F4,bis,item:ENUM_RESULT_FINAL_VISIT,Result of Final Visit,,not-in-paper,flagged
F4,bis,vs:ENUM_RESULT_FINAL_VISIT_VS1,Result of Final Visit,,not-in-paper,flagged
F4,bis,vs:ENUM_RESULT_FINAL_VISIT_PICK_VS1,Result of Final Visit,,not-in-paper,flagged
F4,bis,item:ENUM_RESULT_FIRST_VISIT,Result of First Visit,,not-in-paper,flagged
F4,bis,vs:ENUM_RESULT_FIRST_VISIT_VS1,Result of First Visit,,not-in-paper,flagged
F4,bis,val:Q46_MEMBER_CATEGORY_VS1:06,"Senior citizen (i.e., residents of the Philippines aged sixty (60) or above not currently covered by any other PhilHealth category, and qualified dependents of senior citizen members who are themselves senior citizens, with or without other coverage)",,not-in-paper,flagged
F4,bis,val:REGION_VS1:0000000000,(set at runtime),,not-in-paper,flagged
F4,bis,val:PROVINCE_HUC_VS1:0000000000,(set at runtime),,not-in-paper,flagged
F4,bis,val:CITY_MUNICIPALITY_VS1:0000000000,(set at runtime),,not-in-paper,flagged
F4,bis,val:BARANGAY_VS1:0000000000,(set at runtime),,not-in-paper,flagged
F4,bis,val:BREAKOFF_VS1:4,Stop — other (incomplete),,not-in-paper,flagged
F4,bis,item:CAPTURE_VERIFICATION_PHOTO,Take Verification Photo,,not-in-paper,flagged
F4,bis,vs:CAPTURE_VERIFICATION_PHOTO_VS1,Take Verification Photo,,not-in-paper,flagged
F4,bis,item:VERIFICATION_PHOTO_IMAGE,Verification Photo (binary; syncs to CSWeb),,not-in-paper,flagged
F4,bis,item:VERIFICATION_PHOTO_FILENAME,Verification Photo Filename,,not-in-paper,flagged
F4,bis,val:Q27_REFRIGERATOR_VS1:1,"Yes, I/ we have",,not-in-paper,flagged
F4,bis,val:Q28_TELEVISION_VS1:1,"Yes, I/ we have",,not-in-paper,flagged
F4,bis,val:Q29_WASHING_MACHINE_VS1:1,"Yes, I/ we have",,not-in-paper,flagged
F4,ceb,item:SURVEY_TEAM_LEADER_S_NAME,Survey Team Leader's Name,"Date First Visited the Household (Month, Day, Year)",starts-mid-english,flagged
F4,ceb,item:FIELD_VALIDATED_BY,Field Validated by,"Date of Final Visit to the Household (Month, Day, Year)",starts-mid-english,flagged
F4,ceb,item:FIELD_EDITED_BY,Field Edited by,Resulta aCodes: 1. Completed 2. Postponed 3. Incomplete 4,"contains-other-label,glued-short-label",flagged
F4,ceb,val:ENUM_RESULT_FIRST_VISIT_VS1:4,Withdraw Participation/Consent,,empty,flagged
F4,ceb,val:ENUM_RESULT_FINAL_VISIT_VS1:4,Withdraw Participation/Consent,,empty,flagged
F4,ceb,val:ENUM_RESULT_FINAL_VISIT_PICK_VS1:4,Withdraw Participation/Consent,,empty,flagged
F4,ceb,item:TOTAL_NUMBER_OF_VISITS,Total Number of Visits,,empty,flagged
F4,ceb,item:HH_ADDRESS,Household Address,AND GEOGRAPHIC IDENTIFICATION,"starts-mid-english,local-directive",flagged
F4,ceb,item:CLASSIFICATION,Classification,,empty,flagged
F4,ceb,vs:CLASSIFICATION_VS1,Classification,,empty,flagged
F4,ceb,val:CLASSIFICATION_VS1:1,UHC IS,,empty,flagged
F4,ceb,val:CLASSIFICATION_VS1:2,Non-UHC IS,,empty,flagged
F4,ceb,item:PROVINCE_HUC,Province / HUC,,empty,flagged
F4,ceb,vs:PROVINCE_HUC_VS1,Province / HUC,,empty,flagged
F4,ceb,item:CITY_MUNICIPALITY,City / Municipality,,empty,flagged
F4,ceb,vs:CITY_MUNICIPALITY_VS1,City / Municipality,,empty,flagged
F4,ceb,item:BARANGAY,Barangay,GPS Coordinates Latitude Longitude A. Introduction and Informed Consent Form Profile,length-ratio,flagged
F4,ceb,vs:BARANGAY_VS1,Barangay,GPS Coordinates Latitude Longitude A. Introduction and Informed Consent Form Profile,length-ratio,flagged
F4,ceb,item:Q4_LGBTQIA,"4. Are you part of the LGBTQIA+ community? (e.g., gay, lesbian, bisexual, etc.). It is fine if you are not comfortable answering.","Miyembro ba ka sa LGBTQIA+ community? (pananglitan: bayot, tomboy, bisexual, ug uban pa). Okay ra kung dili ka komportable motubag. BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG",local-directive,flagged
F4,ceb,vs:Q4_LGBTQIA_VS1,"4. Are you part of the LGBTQIA+ community? (e.g., gay, lesbian, bisexual, etc.). It is fine if you are not comfortable answering.","Miyembro ba ka sa LGBTQIA+ community? (pananglitan: bayot, tomboy, bisexual, ug uban pa). Okay ra kung dili ka komportable motubag. BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG",local-directive,flagged
F4,ceb,item:Q5_GROUP,5. Which group do you identify with? It is fine if you are not comfortable answering.,Unsang grupo ka kabahin? Okay ra kung dili ka komportable motubag. BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG,local-directive,flagged
F4,ceb,vs:Q5_GROUP_VS1,5. Which group do you identify with? It is fine if you are not comfortable answering.,Unsang grupo ka kabahin? Okay ra kung dili ka komportable motubag. BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG,local-directive,flagged
F4,ceb,val:Q5_GROUP_VS1:5,Queer,Queer,"english-own-match,echo-english",flagged
F4,ceb,val:Q5_GROUP_VS1:6,Intersex,Intersex,"english-own-match,echo-english",flagged
F4,ceb,val:Q5_GROUP_VS1:3,Bisexual,Bisexual,"english-own-match,echo-english",flagged
F4,ceb,val:Q5_GROUP_VS1:7,Asexual,Asexual,"english-own-match,echo-english",flagged
F4,ceb,val:Q5_GROUP_VS1:4,Transgender,Transgender,"english-own-match,echo-english",flagged
F4,ceb,item:Q6_CIVIL_STATUS,6. What is your civil status?,Unsa ang imong civil status? BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG,local-directive,flagged
F4,ceb,vs:Q6_CIVIL_STATUS_VS1,6. What is your civil status?,Unsa ang imong civil status? BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG,local-directive,flagged
F4,ceb,val:Q6_CIVIL_STATUS_VS1:7,Annulled,Annulled / gipa-walay bisa ang kasal,"length-ratio,starts-with-english",flagged
F4,ceb,val:Q39_CIVIL_STATUS_VS1:7,Annulled,Annulled / gipa-walay bisa ang kasal,"length-ratio,starts-with-english",flagged
F4,ceb,item:Q7_IS_PWD,7. Do you identify as a person with a disability?,Nagpaila ba ka isip usa ka tawo nga adunay kapansanan/PWD? AYAW BASAHA OG KUSOG ANG MGA KAPILIAN. PAGPILI OG USA RA KA TUBAG,local-directive,flagged
